Order_Hour,Day_of_Week,Is_Weekend,Is_Festival,Weather,Pickup_Zone,Dropoff_Zone,Vehicle_Type,Rider_Experience_Years,Rider_Rating,Restaurant_Rating,Cuisine_Type,Order_Items,Restaurant_Load,Preparation_Time_Min,Road_Distance_km,Delivery_Distance_Category,Traffic_Level,Number_of_Signals,Average_Speed_kmph,Delivery_Priority,Time_taken_min
11,Tuesday,0,0,Clear,Residential,CBD,Bike,1.2,3.6,4.1,Burger,5,High,26,2.15,Short,Low,9,42.5,Normal,28
21,Monday,0,0,Clear,Commercial,CBD,Electric Scooter,1.8,3.9,4.6,Chinese,1,Low,21,31.67,Long,Low,12,30.5,Normal,92
16,Wednesday,0,0,Clear,Residential,Commercial,Electric Scooter,1.4,3.5,4.4,South Indian,1,High,23,14.05,Long,Low,9,30.4,Priority,53
14,Tuesday,0,0,Clear,Industrial,Commercial,Bike,3.1,3.7,3.8,Chinese,4,High,31,12.3,Long,Low,7,43.3,Normal,55
7,Wednesday,0,0,Rain,Residential,Industrial,Scooter,4.3,4.5,3.6,Cafe,4,Medium,19,50.25,Long,Low,9,29.1,Normal,130
13,Tuesday,0,0,Clear,Commercial,Residential,Bicycle,3.8,3.7,4.5,Pizza,3,Medium,28,30.63,Long,Low,12,16.6,Normal,138
12,Tuesday,0,0,Clear,Commercial,Residential,Bike,4.4,4.0,4.4,Pizza,2,High,26,21.08,Long,Low,11,43.8,Normal,60
20,Tuesday,0,0,Clear,Commercial,Suburban,Scooter,1.2,3.7,4.1,North Indian,2,Medium,22,41.29,Long,Low,13,34.4,Normal,99
15,Tuesday,0,0,Fog,Residential,Industrial,Scooter,4.9,4.0,4.0,Pizza,2,High,27,40.02,Long,Low,6,31.4,VIP,105
20,Saturday,1,0,Rain,Residential,Commercial,Scooter,4.8,4.3,4.4,Chinese,1,Low,17,13.4,Long,High,10,19.0,Normal,70
14,Sunday,1,0,Rain,CBD,Commercial,Electric Scooter,3.8,3.7,4.7,Burger,1,High,18,8.24,Long,High,18,16.6,Normal,58
7,Thursday,0,0,Clear,Residential,Industrial,Bike,8.5,4.6,4.4,South Indian,6,High,32,13.64,Long,Low,8,45.6,Normal,55
21,Sunday,1,0,Cloudy,Industrial,Suburban,Bicycle,8.2,4.1,3.5,Pizza,3,High,29,39.49,Long,Moderate,6,13.8,Normal,180
14,Tuesday,0,0,Cloudy,Industrial,CBD,Bike,2.7,3.8,4.1,South Indian,3,Low,23,37.11,Long,Low,4,41.8,Normal,75
18,Monday,0,0,Cloudy,Residential,Residential,Bike,4.6,4.1,3.9,Cafe,1,High,14,28.49,Long,Low,7,42.6,Normal,54
9,Sunday,1,0,Clear,Residential,Suburban,Scooter,2.0,3.9,4.5,Chinese,4,Medium,26,30.16,Long,Moderate,6,28.4,Normal,92
10,Thursday,0,0,Clear,CBD,Industrial,Bike,3.6,4.0,4.3,South Indian,2,Low,15,15.83,Long,Moderate,15,35.7,Normal,41
20,Tuesday,0,0,Cloudy,Residential,Suburban,Electric Scooter,3.6,3.8,3.9,Burger,4,High,21,16.39,Long,Low,10,30.1,Normal,55
7,Thursday,0,0,Clear,CBD,Industrial,Bike,3.3,4.0,3.8,Burger,7,Medium,23,11.6,Long,Low,17,43.4,Normal,46
13,Wednesday,0,0,Clear,Residential,Industrial,Bike,8.1,4.0,4.6,Biryani,4,Medium,37,43.49,Long,Low,6,45.4,Normal,101
21,Friday,0,1,Rain,Residential,CBD,Bike,5.9,4.1,4.7,Cafe,5,Low,16,19.77,Long,High,10,23.7,Normal,79
19,Wednesday,0,0,Clear,Commercial,Commercial,Bicycle,9.2,4.4,3.8,North Indian,2,Medium,32,32.87,Long,Low,12,17.5,Normal,149
17,Thursday,0,0,Fog,Residential,Industrial,Scooter,2.6,3.7,4.3,Chinese,4,Low,26,46.52,Long,Low,10,30.7,Normal,124
10,Wednesday,0,0,Clear,CBD,Residential,Bike,2.7,3.9,4.6,Cafe,6,Low,18,26.45,Long,Moderate,15,35.4,Normal,64
10,Tuesday,0,0,Fog,Residential,Industrial,Electric Scooter,6.0,3.9,3.9,Cafe,5,High,23,20.4,Long,Low,7,28.0,Normal,66
10,Tuesday,0,0,Clear,CBD,CBD,Bicycle,2.8,3.9,4.2,Chinese,4,Low,20,24.11,Long,Moderate,17,13.5,Normal,131
11,Thursday,0,0,Clear,Residential,Commercial,Bike,3.1,3.8,3.4,Bakery,2,High,16,31.56,Long,Low,7,43.3,Normal,63
8,Sunday,1,0,Fog,Residential,Suburban,Electric Scooter,2.1,3.7,4.2,Desserts,2,Low,9,25.84,Long,Moderate,9,22.1,Normal,85
7,Wednesday,0,0,Fog,CBD,Industrial,Scooter,1.7,3.8,4.5,Chinese,3,High,29,34.95,Long,Low,18,30.4,Priority,107
23,Tuesday,0,0,Rain,Residential,Suburban,Bike,4.3,4.0,4.7,Chinese,1,High,23,22.43,Long,Low,7,35.9,Normal,59
21,Tuesday,0,0,Storm,Commercial,Industrial,Bike,7.4,4.1,4.4,North Indian,3,Medium,30,13.59,Long,Moderate,14,25.2,Normal,75
2,Monday,0,0,Clear,CBD,Residential,Scooter,2.7,3.9,4.7,Burger,1,High,13,12.63,Long,Low,14,34.9,Normal,43
12,Saturday,1,0,Clear,CBD,Commercial,Scooter,4.0,3.6,4.5,Biryani,1,Low,32,14.55,Long,Moderate,16,29.0,VIP,69
20,Tuesday,0,0,Rain,Residential,Residential,Bike,9.1,4.5,3.9,Pizza,3,Medium,26,42.87,Long,Moderate,8,30.8,Normal,114
8,Sunday,1,0,Clear,Industrial,Residential,Electric Scooter,3.8,4.2,3.9,Burger,4,High,19,19.25,Long,Moderate,4,25.5,Normal,68
14,Monday,0,0,Clear,Residential,CBD,Scooter,8.6,4.1,4.8,Biryani,4,Low,35,33.47,Long,Low,10,36.9,Normal,92
15,Thursday,0,0,Rain,CBD,Residential,Scooter,4.3,4.5,4.1,Cafe,1,High,13,13.23,Long,Moderate,15,23.8,Normal,53
10,Wednesday,0,0,Clear,Industrial,Commercial,Scooter,2.1,3.9,3.4,North Indian,2,Low,25,39.9,Long,Low,6,34.7,Normal,97
18,Sunday,1,0,Rain,Residential,CBD,Bike,2.7,3.9,5.0,Biryani,2,High,37,22.31,Long,High,6,23.0,Normal,101
7,Monday,0,0,Cloudy,Residential,Commercial,Scooter,3.4,4.3,3.8,Cafe,3,High,15,22.16,Long,Low,8,34.1,Normal,58
23,Friday,0,0,Clear,Residential,CBD,Bicycle,10.3,4.3,3.9,Pizza,4,Medium,28,33.89,Long,Low,7,17.6,Normal,145
13,Friday,0,0,Clear,Suburban,CBD,Bike,4.3,3.7,4.2,Bakery,2,Low,5,25.96,Long,Low,5,43.8,Normal,42
10,Tuesday,0,0,Rain,Industrial,Residential,Bike,1.7,3.9,3.5,Desserts,2,Low,10,6.86,Medium,Moderate,7,28.7,Priority,34
19,Wednesday,0,0,Rain,Suburban,Industrial,Bicycle,5.7,4.0,4.2,South Indian,1,High,22,27.1,Long,Moderate,4,11.4,Normal,165
20,Tuesday,0,0,Clear,Commercial,Commercial,Scooter,1.2,3.7,4.1,Cafe,6,High,26,40.87,Long,Low,11,34.4,VIP,108
19,Thursday,0,0,Clear,Commercial,Residential,Electric Scooter,1.8,3.5,4.2,Burger,1,Low,13,33.79,Long,Low,12,30.5,Normal,82
19,Wednesday,0,0,Clear,Suburban,Residential,Electric Scooter,6.2,4.2,4.2,Cafe,2,Medium,14,33.07,Long,Low,6,31.9,Normal,81
17,Friday,0,0,Rain,Residential,Suburban,Electric Scooter,1.1,3.9,3.8,Chinese,4,Low,25,14.55,Long,Low,9,24.9,Normal,66
20,Sunday,1,0,Clear,Residential,Commercial,Bike,2.2,4.1,4.5,South Indian,1,Medium,18,39.45,Long,Moderate,6,35.2,Normal,90
6,Monday,0,0,Clear,Residential,Suburban,Bicycle,4.6,4.0,4.3,South Indian,6,Low,26,14.23,Long,Low,8,16.7,Normal,83
10,Tuesday,0,1,Clear,Industrial,Suburban,Scooter,5.5,3.9,3.8,Burger,5,Medium,22,17.84,Long,Moderate,7,29.4,Normal,71
17,Tuesday,0,0,Fog,Industrial,CBD,Scooter,1.5,3.6,4.3,South Indian,5,Low,23,22.49,Long,Low,7,30.4,Normal,69
8,Tuesday,0,0,Rain,CBD,Suburban,Scooter,2.1,3.7,3.8,Pizza,7,Medium,37,40.03,Long,High,15,18.5,Normal,173
22,Sunday,1,0,Cloudy,CBD,Commercial,Bike,5.5,4.3,4.9,Pizza,2,Medium,27,25.61,Long,Moderate,18,35.2,Normal,74
21,Tuesday,0,0,Fog,Commercial,Industrial,Electric Scooter,2.6,4.0,4.0,Desserts,1,High,12,23.74,Long,Low,10,27.1,Normal,64
7,Thursday,0,0,Cloudy,Industrial,Suburban,Scooter,14.8,4.7,3.9,Chinese,1,High,25,9.18,Long,Low,8,37.9,Priority,42
6,Sunday,1,0,Cloudy,CBD,Residential,Electric Scooter,3.4,4.0,3.8,Pizza,1,Medium,28,41.12,Long,Moderate,18,24.7,Normal,134
15,Thursday,0,0,Clear,Residential,Residential,Bike,3.6,4.0,3.9,South Indian,2,Low,17,14.83,Long,Low,7,43.5,Priority,43
20,Thursday,0,0,Clear,Commercial,Commercial,Bicycle,1.0,4.0,4.1,Burger,5,Medium,21,26.64,Long,Low,11,16.2,Normal,126
18,Monday,0,0,Clear,Commercial,Residential,Scooter,4.2,4.0,4.3,Chinese,3,High,29,30.33,Long,Low,14,35.4,Normal,88
11,Sunday,1,0,Clear,Commercial,Commercial,Bike,8.2,4.3,4.2,Burger,1,Low,9,7.22,Long,Low,11,45.4,Normal,27
11,Wednesday,0,0,Clear,Suburban,Residential,Bicycle,3.8,3.9,4.2,North Indian,1,High,29,17.53,Long,Low,3,16.6,Priority,90
20,Thursday,0,0,Clear,Residential,Commercial,Bike,7.1,4.3,3.8,Cafe,1,High,16,29.29,Long,Low,9,45.0,Normal,59
13,Tuesday,0,0,Clear,Suburban,Industrial,Bike,4.1,3.9,3.6,Chinese,2,Medium,23,1.88,Short,Low,2,43.7,Normal,26
17,Wednesday,0,0,Cloudy,Commercial,Residential,Scooter,1.7,3.9,4.8,North Indian,4,High,35,47.36,Long,Low,13,33.5,Normal,123
21,Thursday,0,0,Rain,Suburban,Suburban,Bike,5.2,4.0,4.4,Biryani,1,High,36,36.05,Long,Moderate,6,29.7,Normal,118
15,Tuesday,0,0,Clear,Commercial,Residential,Bike,9.8,4.3,4.5,Biryani,2,High,36,23.27,Long,Low,10,46.1,VIP,66
18,Thursday,0,0,Clear,Commercial,Residential,Bike,3.7,3.7,4.3,Bakery,1,Low,8,13.0,Long,Low,13,43.6,Normal,33
19,Friday,0,0,Rain,Industrial,Commercial,Scooter,2.2,3.9,3.9,South Indian,5,High,29,30.0,Long,Moderate,8,23.4,Priority,113
22,Monday,0,0,Clear,Residential,Commercial,Bike,1.7,3.6,4.4,Pizza,1,Low,21,24.54,Long,Low,8,42.7,Normal,60
15,Monday,0,0,Cloudy,Industrial,CBD,Bike,6.9,4.1,3.8,Burger,4,Medium,17,12.97,Long,Low,5,43.6,Normal,34
21,Sunday,1,0,Cloudy,Residential,Suburban,Bike,2.1,3.8,3.4,Biryani,5,Low,38,39.41,Long,Moderate,8,34.1,Normal,115
8,Tuesday,0,0,Rain,Residential,Industrial,Scooter,7.4,4.1,4.5,South Indian,1,High,27,21.9,Long,Moderate,8,24.6,Normal,88
20,Wednesday,0,0,Clear,Commercial,Residential,Electric Scooter,3.7,3.7,4.8,Chinese,4,High,30,40.77,Long,Low,10,31.1,Normal,115
3,Saturday,1,0,Rain,Suburban,Residential,Bike,6.4,4.4,4.5,Chinese,1,Medium,20,10.76,Long,Moderate,6,30.0,Normal,44
10,Thursday,0,0,Clear,Residential,Industrial,Bike,2.2,3.9,4.7,North Indian,6,Low,31,17.73,Long,Low,10,42.9,Normal,64
7,Sunday,1,0,Clear,Residential,Industrial,Bicycle,2.1,3.5,4.9,Chinese,3,Medium,26,47.93,Long,Low,9,16.3,Normal,180
13,Thursday,0,0,Clear,Industrial,Commercial,Scooter,4.5,3.9,4.0,Cafe,3,Medium,11,50.69,Long,Low,5,35.5,Priority,94
19,Monday,0,0,Cloudy,CBD,Industrial,Bike,1.9,3.9,4.0,North Indian,4,High,37,34.7,Long,Moderate,14,34.0,Normal,110
4,Friday,0,0,Cloudy,Commercial,Commercial,Electric Scooter,2.4,3.6,4.2,Burger,1,Low,11,51.88,Long,Low,10,29.8,Normal,120
15,Wednesday,0,0,Clear,Residential,Industrial,Bike,2.8,3.8,4.2,Biryani,2,Medium,35,10.12,Long,Low,6,43.2,Normal,52
22,Friday,0,0,Cloudy,Residential,Residential,Scooter,4.8,4.0,3.9,North Indian,1,High,30,35.67,Long,Low,6,34.6,Normal,97
20,Friday,0,0,Fog,CBD,Residential,Bicycle,2.7,3.8,3.8,South Indian,1,Medium,14,36.08,Long,Moderate,15,11.9,VIP,180
18,Friday,0,0,Storm,Industrial,Suburban,Bike,3.3,4.0,4.3,Desserts,2,High,14,12.01,Long,Moderate,7,24.2,Normal,55
3,Thursday,0,0,Clear,Commercial,Suburban,Scooter,3.3,4.0,4.4,Biryani,7,High,44,32.24,Long,Low,14,35.1,Normal,106
17,Monday,0,0,Rain,Residential,Residential,Electric Scooter,2.1,3.7,3.8,Cafe,3,High,18,27.33,Long,Low,8,25.1,Normal,86
19,Sunday,1,0,Cloudy,CBD,Commercial,Scooter,2.7,3.7,4.3,Biryani,4,Low,35,18.41,Long,High,15,22.0,VIP,89
14,Tuesday,0,0,Cloudy,Industrial,Residential,Bike,4.7,3.8,3.5,Desserts,1,Low,6,27.11,Long,Low,5,42.7,Normal,46
13,Monday,0,0,Fog,Residential,CBD,Electric Scooter,2.6,3.7,4.3,Biryani,4,Low,34,19.67,Long,Low,10,27.1,Normal,82
17,Friday,0,0,Clear,Residential,Industrial,Bike,1.0,3.5,4.3,Chinese,3,Low,20,26.38,Long,Low,6,42.4,Normal,60
20,Thursday,0,0,Clear,Industrial,Residential,Scooter,3.8,3.9,4.0,North Indian,1,Medium,25,33.18,Long,Low,4,35.3,Priority,81
17,Thursday,0,0,Clear,Commercial,Commercial,Scooter,3.4,4.3,4.4,Pizza,3,High,28,5.97,Medium,Low,14,35.2,Normal,45
20,Saturday,1,1,Clear,Residential,Commercial,Scooter,6.6,4.2,4.0,Desserts,4,Medium,20,33.63,Long,High,8,23.6,Normal,115
5,Sunday,1,0,Cloudy,Residential,Suburban,Scooter,2.2,3.8,4.1,Pizza,1,High,27,19.92,Long,Low,8,33.7,Normal,62
20,Saturday,1,0,Clear,Residential,Residential,Bike,1.1,3.6,4.0,Desserts,3,Low,13,7.76,Long,Moderate,8,34.8,Normal,35
13,Wednesday,0,0,Cloudy,Residential,Industrial,Electric Scooter,9.5,4.5,4.6,Biryani,6,Medium,39,33.19,Long,Low,7,31.9,Normal,106
18,Monday,0,0,Cloudy,CBD,CBD,Scooter,3.8,3.9,4.3,Chinese,3,High,24,11.4,Long,Moderate,17,28.1,Normal,52
19,Sunday,1,0,Clear,Industrial,Commercial,Bike,6.7,4.2,4.0,Cafe,7,Medium,23,15.11,Long,Moderate,6,36.7,Priority,50
12,Sunday,1,0,Clear,Residential,Suburban,Bike,2.2,3.5,4.2,Chinese,1,Medium,21,45.37,Long,Low,8,42.9,Normal,86
15,Tuesday,0,0,Cloudy,Commercial,Residential,Bike,1.6,3.8,4.4,Pizza,1,High,27,10.98,Long,Low,14,41.4,Normal,46
20,Tuesday,0,0,Rain,CBD,Suburban,Scooter,2.8,3.8,4.5,Biryani,1,Low,25,31.2,Long,High,15,18.6,Normal,134
12,Monday,0,0,Clear,Industrial,Residential,Electric Scooter,3.0,3.8,3.8,Chinese,4,Medium,29,21.97,Long,Low,4,30.9,Normal,69
8,Friday,0,0,Cloudy,Commercial,Residential,Bike,1.7,3.8,3.8,Cafe,6,Medium,20,19.54,Long,Low,10,41.4,Normal,57
18,Thursday,0,0,Rain,Commercial,Suburban,Bicycle,1.8,3.6,4.6,Cafe,5,High,21,29.19,Long,Moderate,12,11.0,Normal,180
17,Saturday,1,0,Cloudy,Suburban,Industrial,Scooter,1.1,3.4,4.4,Biryani,2,High,34,6.15,Medium,Low,6,33.3,Normal,48
18,Saturday,1,0,Clear,CBD,CBD,Bike,11.0,4.8,5.0,Biryani,2,Low,31,21.54,Long,High,17,30.3,Normal,83
12,Sunday,1,0,Clear,Industrial,Commercial,Scooter,7.7,4.0,4.5,Pizza,2,High,30,30.73,Long,Low,4,36.6,Normal,77
7,Wednesday,0,0,Fog,Industrial,Residential,Bike,1.0,3.7,3.6,Biryani,1,High,34,5.88,Medium,Low,8,37.3,Normal,47
11,Sunday,1,0,Clear,Suburban,Residential,Scooter,4.7,3.9,4.5,Desserts,2,Medium,13,34.62,Long,Low,6,35.6,Priority,72
19,Friday,0,1,Clear,Suburban,Residential,Electric Scooter,3.8,4.2,4.4,South Indian,2,Low,19,37.51,Long,Moderate,3,25.5,Normal,114
15,Saturday,1,0,Clear,Commercial,Suburban,Bike,8.8,4.3,4.4,Biryani,1,High,38,23.41,Long,Low,14,45.7,Normal,74
13,Monday,0,0,Rain,Industrial,CBD,Bicycle,3.8,3.9,4.8,Chinese,2,Medium,25,64.25,Long,Low,5,13.6,VIP,180
19,Monday,0,0,Clear,Residential,CBD,Bike,3.4,4.0,4.1,Biryani,3,Low,29,30.91,Long,Low,10,43.4,Priority,78
12,Monday,0,0,Rain,CBD,Commercial,Bike,2.2,3.9,4.2,North Indian,1,High,31,27.06,Long,Moderate,16,28.9,Normal,93
0,Wednesday,0,0,Rain,CBD,CBD,Bike,4.0,4.2,3.8,Burger,1,Medium,13,29.48,Long,Moderate,14,29.4,Normal,82
18,Saturday,1,0,Clear,Industrial,CBD,Electric Scooter,3.4,4.0,3.8,South Indian,2,Medium,19,20.11,Long,Moderate,6,25.4,Priority,72
21,Wednesday,0,0,Clear,Residential,Residential,Scooter,0.5,3.7,3.8,Cafe,3,High,19,16.86,Long,Low,6,34.2,Normal,55
12,Monday,0,0,Clear,Commercial,Suburban,Scooter,3.1,4.0,4.6,Chinese,2,Low,19,23.53,Long,Low,13,35.1,Normal,65
4,Thursday,0,0,Storm,CBD,Residential,Bicycle,6.2,4.0,4.2,Biryani,3,High,41,24.23,Long,Moderate,16,9.5,Normal,180
8,Thursday,0,0,Storm,Industrial,Industrial,Bike,0.3,4.1,3.4,North Indian,1,Low,26,21.45,Long,Moderate,6,23.5,Normal,90
7,Thursday,0,0,Cloudy,Suburban,CBD,Electric Scooter,2.6,3.7,4.2,Pizza,3,Medium,24,26.21,Long,Low,5,29.9,Normal,78
13,Sunday,1,0,Cloudy,Residential,Industrial,Electric Scooter,2.0,3.8,4.6,Bakery,2,High,15,30.75,Long,Low,7,29.7,VIP,77
17,Monday,0,0,Cloudy,Residential,Commercial,Bike,3.3,3.9,3.5,North Indian,2,High,31,12.27,Long,Low,10,42.1,Normal,56
22,Wednesday,0,0,Clear,Residential,Residential,Bike,6.1,4.0,3.5,Burger,2,Medium,10,13.67,Long,Low,10,44.6,Normal,33
21,Sunday,1,0,Clear,Residential,Commercial,Bike,3.6,4.0,3.8,Chinese,2,Low,19,38.58,Long,Moderate,8,35.7,Priority,87
13,Monday,0,0,Storm,Residential,CBD,Bike,8.8,4.2,4.2,Chinese,2,Medium,23,19.74,Long,Low,7,31.1,Priority,64
20,Thursday,0,0,Clear,Residential,Residential,Bicycle,8.9,4.4,4.2,Desserts,2,Low,7,9.48,Long,Low,6,17.4,Priority,38
8,Thursday,0,0,Rain,Commercial,Residential,Bike,1.9,3.6,3.8,Bakery,3,Medium,11,42.85,Long,Moderate,11,28.8,Normal,103
15,Thursday,0,1,Clear,Commercial,Industrial,Scooter,4.3,4.0,4.4,North Indian,1,Medium,25,18.7,Long,Low,10,35.5,Normal,65
13,Monday,0,0,Clear,Suburban,Commercial,Bicycle,8.9,4.4,4.0,Burger,1,High,17,20.62,Long,Low,5,17.4,Normal,90
12,Sunday,1,0,Cloudy,CBD,Residential,Bike,4.0,3.5,3.9,Biryani,4,High,38,31.97,Long,Moderate,15,34.7,Normal,97
17,Wednesday,0,0,Clear,Residential,CBD,Bike,3.2,4.0,3.7,Bakery,1,High,11,27.5,Long,Low,7,43.3,Normal,51
14,Monday,0,0,Clear,Residential,Residential,Electric Scooter,3.8,3.8,3.7,Bakery,5,High,18,47.8,Long,Low,9,31.1,Normal,115
13,Thursday,0,0,Cloudy,Suburban,Commercial,Bicycle,8.9,4.4,3.8,Biryani,2,Low,31,11.2,Long,Low,2,16.9,Normal,72
13,Wednesday,0,0,Clear,Residential,Suburban,Electric Scooter,4.7,4.0,4.5,Chinese,5,Medium,26,28.0,Long,Low,7,31.4,Priority,80
19,Friday,0,0,Clear,Residential,Industrial,Scooter,8.9,4.5,3.7,Bakery,6,High,23,36.6,Long,Low,6,37.0,Normal,87
8,Saturday,1,0,Rain,Suburban,Commercial,Bike,3.3,3.9,5.0,Biryani,1,Medium,33,28.11,Long,High,6,23.1,VIP,109
14,Thursday,0,0,Clear,CBD,Suburban,Bike,3.6,3.6,4.6,South Indian,1,Low,17,33.19,Long,Low,18,43.5,Normal,72
20,Monday,0,0,Fog,CBD,Industrial,Bicycle,0.4,3.7,3.8,South Indian,1,Low,15,35.47,Long,Moderate,14,11.6,Normal,180
11,Saturday,1,0,Storm,Commercial,Residential,Bike,5.6,3.9,4.1,Burger,1,Medium,11,27.67,Long,Moderate,12,24.7,Priority,88
12,Thursday,0,0,Clear,CBD,Residential,Bike,10.3,4.6,4.3,Biryani,5,Medium,39,17.03,Long,Low,14,46.3,Normal,69
11,Friday,0,0,Clear,CBD,Suburban,Bike,2.1,3.9,4.0,Biryani,1,High,37,17.52,Long,Low,15,42.9,Normal,69
13,Tuesday,0,0,Rain,Residential,Suburban,Bike,6.3,4.5,4.6,Cafe,3,Medium,15,21.41,Long,Low,8,36.6,Priority,57
17,Friday,0,0,Clear,Suburban,Commercial,Bike,2.0,4.1,3.6,South Indian,1,High,22,11.73,Long,Low,4,42.8,Normal,35
18,Friday,0,0,Rain,CBD,Commercial,Scooter,2.6,3.8,4.6,Cafe,2,Low,7,18.54,Long,High,16,18.6,Normal,84
22,Monday,0,0,Clear,Commercial,Industrial,Scooter,5.0,4.0,4.1,North Indian,2,Low,24,18.48,Long,Low,13,35.7,Normal,61
17,Wednesday,0,0,Clear,CBD,Commercial,Bike,3.1,3.9,4.3,Biryani,2,Low,31,32.61,Long,Low,15,43.3,Priority,81
11,Tuesday,0,0,Fog,Residential,Suburban,Scooter,6.6,4.1,4.1,Pizza,1,High,26,3.69,Medium,Low,10,31.9,Normal,36
12,Tuesday,0,0,Fog,CBD,Residential,Scooter,3.2,4.0,4.3,Pizza,4,Low,28,16.77,Long,Low,16,30.9,Normal,70
12,Saturday,1,0,Cloudy,Commercial,CBD,Scooter,3.1,3.8,4.2,Burger,1,Low,9,25.55,Long,Low,11,34.0,VIP,58
16,Monday,0,0,Clear,Residential,Suburban,Scooter,5.5,3.9,3.9,North Indian,2,High,30,32.11,Long,Low,9,35.9,Priority,85
20,Saturday,1,0,Cloudy,Residential,CBD,Bicycle,2.2,4.0,4.3,Burger,3,High,18,21.66,Long,Moderate,6,13.0,Normal,121
3,Tuesday,0,0,Clear,Commercial,Commercial,Scooter,3.8,3.9,3.8,Pizza,1,High,23,24.29,Long,Low,12,35.3,Normal,70
23,Tuesday,0,0,Clear,Commercial,Commercial,Bike,0.3,4.1,4.4,Biryani,4,High,42,38.92,Long,Low,13,42.1,Normal,106
18,Monday,0,0,Fog,CBD,Commercial,Bike,0.1,3.5,3.9,Desserts,3,Medium,13,36.77,Long,Moderate,18,30.3,Normal,87
19,Thursday,0,0,Cloudy,CBD,Commercial,Scooter,2.8,3.7,3.8,North Indian,1,Medium,24,45.34,Long,Moderate,16,27.8,Priority,130
14,Sunday,1,0,Storm,Suburban,Commercial,Bike,2.9,4.2,4.3,Biryani,4,Low,37,20.62,Long,Moderate,5,24.1,Normal,99
10,Tuesday,0,0,Clear,Suburban,Industrial,Bike,5.4,3.9,4.5,South Indian,4,Low,17,27.61,Long,Low,2,44.3,Normal,58
21,Saturday,1,0,Clear,Suburban,Residential,Bike,8.7,4.5,4.2,North Indian,2,Medium,31,10.25,Long,Moderate,4,37.4,VIP,51
14,Sunday,1,0,Clear,Industrial,Commercial,Scooter,5.0,4.1,4.3,Biryani,2,Low,33,19.22,Long,Low,8,35.7,Normal,68
17,Wednesday,0,0,Cloudy,Suburban,Residential,Bicycle,3.6,3.8,5.0,Biryani,1,Medium,28,42.43,Long,Low,6,16.1,Priority,180
3,Thursday,0,0,Cloudy,Commercial,Commercial,Bike,5.4,3.8,4.3,Chinese,1,High,24,32.18,Long,Low,13,42.9,Priority,73
11,Tuesday,0,0,Clear,Residential,Commercial,Electric Scooter,7.2,4.0,4.3,South Indian,2,Low,14,54.46,Long,Low,6,32.2,Normal,120
10,Tuesday,0,0,Fog,Residential,Commercial,Bicycle,4.6,4.0,3.5,Burger,3,Medium,14,36.34,Long,Low,9,14.7,Normal,169
9,Saturday,1,0,Clear,CBD,Industrial,Bike,8.6,4.3,4.5,Biryani,4,Low,34,15.19,Long,High,15,29.6,Normal,66
12,Wednesday,0,0,Cloudy,Commercial,Residential,Scooter,5.3,4.2,4.5,Pizza,3,Medium,24,50.54,Long,Low,12,34.7,Normal,116
8,Tuesday,0,0,Cloudy,Residential,Residential,Bike,3.3,3.9,4.0,Pizza,3,High,29,14.56,Long,Low,9,42.1,Normal,58
20,Saturday,1,0,Rain,Suburban,Industrial,Bike,0.6,3.6,4.1,Chinese,3,Low,25,27.27,Long,High,6,22.5,Normal,103
19,Friday,0,0,Clear,CBD,Residential,Bike,11.3,4.2,3.6,Biryani,3,Medium,35,25.59,Long,Moderate,18,38.3,Priority,83
21,Wednesday,0,0,Cloudy,Commercial,Commercial,Electric Scooter,10.5,4.3,4.3,North Indian,3,Low,29,17.19,Long,Low,10,32.2,VIP,65
9,Thursday,0,0,Clear,Residential,Suburban,Bike,13.0,5.0,4.4,North Indian,6,Low,36,38.24,Long,Low,8,47.5,Normal,87
20,Thursday,0,0,Clear,Industrial,Commercial,Scooter,4.3,3.8,4.8,South Indian,2,High,26,9.96,Long,Low,5,35.5,Normal,47
11,Sunday,1,0,Rain,Suburban,Suburban,Scooter,4.7,4.1,4.2,South Indian,3,High,27,25.24,Long,Moderate,3,23.9,Normal,97
18,Sunday,1,0,Rain,Commercial,Suburban,Scooter,2.9,3.9,3.9,North Indian,2,Low,25,24.58,Long,High,11,18.6,Priority,110
6,Friday,0,1,Cloudy,Commercial,CBD,Scooter,7.1,4.2,4.8,Chinese,2,Medium,23,7.42,Long,Low,10,35.3,Normal,44
21,Sunday,1,0,Rain,CBD,Suburban,Bike,2.2,3.9,4.1,Biryani,3,High,37,15.85,Long,Severe,14,16.9,Normal,100
1,Wednesday,0,0,Rain,Residential,Suburban,Electric Scooter,2.6,3.7,4.4,Cafe,4,Low,14,8.16,Long,Low,9,25.2,Normal,42
20,Sunday,1,0,Clear,Residential,Industrial,Bike,11.3,4.4,3.7,Bakery,2,High,13,21.07,Long,Moderate,9,38.3,Normal,47
20,Tuesday,0,0,Clear,Industrial,Residential,Scooter,2.5,3.6,4.3,Burger,3,Low,13,32.17,Long,Low,7,34.8,Normal,71
19,Friday,0,0,Clear,Residential,Residential,Scooter,5.7,3.9,4.4,Bakery,4,Low,13,24.34,Long,Low,10,35.9,Normal,54
13,Tuesday,0,0,Rain,Industrial,Industrial,Electric Scooter,3.3,3.9,3.9,South Indian,2,High,22,38.74,Long,Low,4,25.4,VIP,115
